"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="056014","META-C14","358","","","0.160","","-","-","0.160","0.065","0","","-","-","0%","","","","Active","Real Time"
="0569C7","TESLA-C7","358","","","0.150","","-","-","0.150","0.085","0","","-","-","0%","","","","Active","Real Time"
="0573C5","MSFT-C5","358","","","0.160","","-","-","0.210","0.160","0","","-","-","0%","","","","Active","Real Time"
="0574C2","CATHAY-C2","358","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="05811B","XIAOMI-H1B","358","","","0.005","","-","-","0.340","0.005","0","","-","155370","23%","-0.025","","","Active","Real Time"
="05811C","XIAOMI-H1C","358","0.015","0.015","0.020","-0.005","0.015","0.015","0.110","0.020","2003","","-","-","0%","","","","Active","Real Time"
="05811D","XIAOMI-H1D","358","","","0.090","","-","-","0.105","0.090","0","","-","-","0%","","","","Active","Real Time"
="058133","XIAOMI-C33","358","","","1.180","","-","-","1.360","0.235","0","","-","4790","52%","0.128","","","Active","Real Time"
="058135","XIAOMI-C35","358","0.185","0.210","0.190","+0.020","0.210","0.185","0.710","0.115","1054","","-","167230","53%","-0.027","","","Active","Real Time"
="058136","XIAOMI-C36","358","0.125","0.145","0.110","+0.035","0.145","0.125","0.275","0.070","2900","","79","38855","51%","-0.010","","","Active","Real Time"
="058137","XIAOMI-C37","358","0.165","0.195","0.165","+0.030","0.200","0.165","0.255","0.115","8119","","32","632915","59%","-0.001","","","Active","Real Time"
="058138","XIAOMI-C38","358","0.100","0.115","0.095","+0.020","0.115","0.100","0.110","0.080","98870","","34","-","0%","","","","Active","Real Time"
="058139","XIAOMI-C39","358","0.230","0.230","0.210","+0.020","0.230","0.230","0.235","0.155","150","","100","-","0%","","","","Active","Real Time"
="05821E","ALIBABA-H1E","358","","","0.005","","-","-","0.180","0.005","0","","-","214510","27%","-0.021","","","Active","Real Time"
="05821F","ALIBABA-H1F","358","","","0.020","","-","-","0.080","0.020","0","","-","-","0%","","","","Active","Real Time"
="058241","ALIBABA-C41","358","","","0.655","","-","-","0.655","0.085","0","","-","120135","71%","0.096","","","Active","Real Time"
="058243","ALIBABA-C43","358","","","0.005","","-","-","0.160","0.005","0","","-","393070","38%","-0.014","","","Active","Real Time"
="058244","ALIBABA-C44","358","0.270","0.265","0.270","-0.005","0.280","0.265","0.270","0.050","480","","17","2031035","80%","0.032","","","Active","Real Time"
="058245","ALIBABA-C45","358","0.385","0.360","0.385","-0.025","0.415","0.360","0.390","0.030","590","","29","273370","86%","0.061","","","Active","Real Time"
="058246","ALIBABA-C46","358","0.310","0.280","0.300","-0.020","0.315","0.280","0.300","0.045","478","","63","486235","83%","0.045","","","Active","Real Time"
="058247","ALIBABA-C47","358","0.445","0.415","0.435","-0.020","0.460","0.405","0.435","0.095","508","","46","200735","88%","0.094","","","Active","Real Time"
="058248","ALIBABA-C48","358","0.685","0.660","0.680","-0.020","0.685","0.660","1.000","0.200","40","","25","-","76%","","","","Active","Real Time"
="05831D","MEITUAN-H1D","358","","","0.090","","-","-","0.165","0.070","0","","-","273920","43%","","","","Active","Real Time"
="058332","MEITUAN-C32","358","","","0.005","","-","-","0.280","0.005","0","","-","180920","30%","-0.026","","","Active","Real Time"
="058333","MEITUAN-C33","358","","","0.005","","-","-","0.180","0.005","0","","-","217995","21%","-0.025","","","Active","Real Time"
="058334","MEITUAN-C34","358","","","0.075","","-","-","0.095","0.075","0","","-","-","0%","","","","Active","Real Time"
="058335","MEITUAN-C35","358","","","0.005","","-","-","0.120","0.005","0","","-","262270","24%","-0.010","","","Active","Real Time"
="058336","MEITUAN-C36","358","0.030","0.030","0.035","-0.005","0.030","0.030","0.095","0.025","59000","","-","-","31%","","","","Active","Real Time"
="058337","MEITUAN-C37","358","0.070","0.080","0.070","+0.010","0.080","0.070","0.095","0.055","1200","","-","-","0%","","","","Active","Real Time"
="058719","KUAISHO-C19","358","0.185","0.185","0.170","+0.015","0.185","0.185","0.180","0.160","500","","100","-","0%","","","","Active","Real Time"
="058720","KUAISHO-C20","358","0.160","0.170","0.125","+0.045","0.170","0.160","0.155","0.125","74000","","43","-","0%","","","","Active","Real Time"
="0587H7","KUAISHO-H7","358","0.080","0.080","0.100","-0.020","0.080","0.080","0.125","0.100","10000","","50","-","0%","","","","Active","Real Time"
="058924","JDCOM-C24","358","","","0.020","","-","-","0.165","0.020","0","","-","145900","39%","-0.013","","","Active","Real Time"
="058925","JDCOM-C25","358","","","0.205","","-","-","0.250","0.185","0","","-","-","0%","","","","Active","Real Time"
="059712","NIO-C12","358","","","0.415","","-","-","0.155","0.080","0","","-","-","45%","","","","Active","Real Time"
="060007","FCPO-CW07","358","","","0.250","","-","-","0.275","0.190","0","","-","-","0%","","","","Active","Real Time"
="060008","FCPO-PW08","358","","","0.195","","-","-","0.195","0.185","0","","-","-","0%","","","","Active","Real Time"
="0650A5","FBMKLCI-HA5","358","","","0.345","","-","-","0.675","0.345","0","","-","21030","28%","-0.023","","","Active","Real Time"
="0650B4","FBMKLCI-HB4","358","0.005","0.005","0.005","-","0.005","0.005","0.505","0.005","1160","","83","440995","35%","-0.023","","","Active","Real Time"
="0650B5","FBMKLCI-HB5","358","","","0.005","","-","-","0.080","0.005","0","","-","167130","13%","-0.010","","","Active","Real Time"
="0650B6","FBMKLCI-HB6","358","","","0.005","","-","-","0.095","0.005","0","","-","232535","40%","-0.011","","","Active","Real Time"
="0650B7","FBMKLCI-HB7","358","0.010","0.010","0.010","-","0.010","0.010","0.060","0.010","1000","","100","438355","25%","-0.006","","","Active","Real Time"
="0650B8","FBMKLCI-HB8","358","0.015","0.015","0.015","-","0.015","0.015","0.155","0.010","1000","","100","478400","33%","-0.013","","","Active","Real Time"
="0650B9","FBMKLCI-HB9","358","","","0.025","","-","-","0.120","0.025","0","","-","287500","8%","-0.024","","","Active","Real Time"
="0650EA","FBMKLCI-HEA","358","","","0.010","","-","-","0.015","0.010","0","","-","-","0%","","","","Active","Real Time"
="0650EB","FBMKLCI-HEB","358","0.025","0.025","0.020","+0.005","0.025","0.025","0.140","0.020","120","","100","131090","30%","-0.024","","","Active","Real Time"
="0650EC","FBMKLCI-HEC","358","0.045","0.040","0.040","-","0.045","0.035","0.125","0.030","2991","","32","662340","24%","-0.013","","","Active","Real Time"
="0650ED","FBMKLCI-HED","358","","","0.115","","-","-","0.130","0.085","0","","-","-","41%","","","","Active","Real Time"
="0650EE","FBMKLCI-HEE","358","0.045","0.040","0.040","-","0.045","0.035","0.085","0.030","579","","4","152735","45%","","","","Active","Real Time"
="0650EF","FBMKLCI-HEF","358","0.110","0.110","0.110","-","0.110","0.110","0.140","0.100","3000","","17","-","0%","","","","Active","Real Time"
="0650Q1","FBMKLCI-CQ1","358","","","0.235","","-","-","0.235","0.100","0","","-","59950","67%","0.020","","","Active","Real Time"
="0650Q2","FBMKLCI-CQ2","358","","","0.180","","-","-","0.210","0.105","0","","-","182425","63%","0.006","","","Active","Real Time"
="0650Q3","FBMKLCI-CQ3","358","0.170","0.170","0.200","-0.030","0.170","0.170","0.200","0.075","1000","","-","91045","60%","0.019","","","Active","Real Time"
="0650Q4","FBMKLCI-CQ4","358","","","0.165","","-","-","0.185","0.140","0","","-","-","0%","","","","Active","Real Time"
="0650Q5","FBMKLCI-CQ5","358","","","0.105","","-","-","0.105","0.090","0","","-","-","0%","","","","Active","Real Time"
="0650Q6","FBMKLCI-CQ6","358","","","0.175","","-","-","0.175","0.060","0","","-","99715","72%","","","","Active","Real Time"
="0650Q7","FBMKLCI-CQ7","358","0.150","0.145","0.145","-","0.150","0.140","0.195","0.060","1515","","58","172355","58%","0.024","","","Active","Real Time"
="0650Q8","FBMKLCI-CQ8","358","","","0.235","","-","-","0.235","0.230","0","","-","-","0%","","","","Active","Real Time"
="0650Q9","FBMKLCI-CQ9","358","","","0.125","","-","-","0.150","0.120","0","","-","-","0%","","","","Active","Real Time"
="0650QP","FBMKLCI-CQP","358","","","0.005","","-","-","0.200","0.015","0","","-","-","35%","","","","Active","Real Time"
="0650QR","FBMKLCI-CQR","358","","","0.140","","-","-","0.555","0.130","0","","-","152020","31%","-0.026","","","Active","Real Time"
="0650QY","FBMKLCI-CQY","358","0.030","0.035","0.035","-","0.035","0.030","0.065","0.005","3020","","83","670085","60%","0.007","","","Active","Real Time"
="0650QZ","FBMKLCI-CQZ","358","","","0.295","","-","-","0.305","0.115","0","","-","82015","50%","0.023","","","Active","Real Time"
="0650RA","FBMKLCI-CRA","358","","","0.090","","-","-","0.105","0.065","0","","-","-","0%","","","","Active","Real Time"
="0652E5","HSI-CWE5","358","","","0.725","","-","-","0.725","0.320","0","","-","10470","63%","0.047","","","Active","Real Time"
="0652EF","HSI-CWEF","358","0.320","0.320","0.330","-0.010","0.320","0.320","0.375","0.035","500","","-","118520","66%","0.033","","","Active","Real Time"
="0652EN","HSI-CWEN","358","","","0.390","","-","-","0.480","0.035","0","","-","39130","60%","0.051","","","Active","Real Time"
="0652F6","HSI-PWF6","358","","","0.005","","-","-","0.150","0.005","0","","-","44645","16%","","","","Active","Real Time"
="0652FG","HSI-PWFG","358","","","0.005","","-","-","0.485","0.005","0","","-","81765","17%","-0.021","","","Active","Real Time"
="0652FL","HSI-PWFL","358","","","0.005","","-","-","0.430","0.005","0","","-","46070","25%","-0.036","","","Active","Real Time"
="0652G1","HSI-CWG1","358","0.395","0.400","0.405","-0.005","0.405","0.395","0.455","0.155","1812","","58","74100","61%","0.038","","","Active","Real Time"
="0652G2","HSI-CWG2","358","","","1.330","","-","-","1.030","0.945","0","","-","-","0%","","","","Active","Real Time"
="0652G3","HSI-CWG3","358","","","0.590","","-","-","0.710","0.475","0","","-","-","0%","","","","Active","Real Time"
="0652G4","HSI-CWG4","358","","","0.230","","-","-","0.495","0.185","0","","-","512865","37%","-0.023","","","Active","Real Time"
="0652G5","HSI-CWG5","358","","","0.015","","-","-","0.155","0.005","0","","-","64490","15%","-0.030","","","Active","Real Time"
="0652G6","HSI-CWG6","358","","","1.300","","-","-","1.060","0.650","0","","-","255870","56%","0.021","","","Active","Real Time"
="0652G7","HSI-CWG7","358","","","0.015","","-","-","0.110","0.015","0","","-","-","0%","","","","Active","Real Time"
="0652G8","HSI-CWG8","358","0.195","0.170","0.195","-0.025","0.200","0.170","0.290","0.110","306","","7","158880","57%","","","","Active","Real Time"
="0652G9","HSI-CWG9","358","0.045","0.045","0.045","-","0.045","0.045","0.135","0.030","1100","","82","137010","52%","-0.009","","","Active","Real Time"
="0652GC","HSI-CWGC","358","0.605","0.615","0.610","+0.005","0.615","0.605","0.660","0.235","520","","71","45850","75%","0.054","","","Active","Real Time"
="0652GJ","HSI-CWGJ","358","","","0.490","","-","-","0.540","0.240","0","","-","33585","60%","0.044","","","Active","Real Time"
="0652GQ","HSI-CWGQ","358","1.570","1.570","1.600","-0.030","1.570","1.570","1.820","0.785","100","","-","79850","67%","0.157","","","Active","Real Time"
="0652GR","HSI-CWGR","358","0.785","0.775","0.775","-","0.840","0.775","1.050","0.325","33","","9","729580","62%","0.068","","","Active","Real Time"
="0652GX","HSI-CWGX","358","","","0.005","","-","-","0.275","0.005","0","","-","37477605","13%","-0.027","","","Active","Real Time"
="0652GY","HSI-CWGY","358","0.030","0.030","0.030","-","0.030","0.030","0.365","0.030","1550","","100","5977015","34%","-0.037","","","Active","Real Time"
="0652GZ","HSI-CWGZ","358","0.310","0.315","0.320","-0.005","0.355","0.270","0.665","0.210","17170","","66","16836975","51%","-0.016","","","Active","Real Time"
="0652H1","HSI-PWH1","358","","","0.050","","-","-","0.220","0.050","0","","-","-","8%","","","","Active","Real Time"
="0652H2","HSI-PWH2","358","","","0.005","","-","-","0.430","0.060","0","","-","27514660","25%","-0.043","","","Active","Real Time"
="0652H3","HSI-PWH3","358","","","0.065","","-","-","0.100","0.065","0","","-","-","0%","","","","Active","Real Time"
="0652H4","HSI-PWH4","358","","","0.005","","-","-","0.810","0.005","0","","-","44184900","17%","-0.071","","","Active","Real Time"
="0652H5","HSI-PWH5","358","","","0.005","","-","-","0.235","0.005","0","","-","247350","17%","","","","Active","Real Time"
="0652H6","HSI-PWH6","358","0.010","0.010","0.010","-","0.010","0.010","0.195","0.010","1000","","100","145320","7%","-0.053","","","Active","Real Time"
="0652H7","HSI-PWH7","358","","","0.010","","-","-","0.100","0.010","0","","-","70300","6%","","","","Active","Real Time"
="0652H8","HSI-PWH8","358","","","0.040","","-","-","0.080","0.025","0","","-","-","0%","","","","Active","Real Time"
="0652H9","HSI-PWH9","358","","","0.030","","-","-","0.160","0.025","0","","-","-","37%","","","","Active","Real Time"
="0652HD","HSI-PWHD","358","","","0.005","","-","-","0.135","0.005","0","","-","97500","18%","-0.017","","","Active","Real Time"
="0652HK","HSI-PWHK","358","","","0.010","","-","-","0.125","0.010","0","","-","74145","17%","-0.032","","","Active","Real Time"
="0652HQ","HSI-PWHQ","358","","","0.015","","-","-","0.035","0.010","0","","-","-","0%","","","","Active","Real Time"
="0652HR","HSI-PWHR","358","","","0.010","","-","-","0.010","0.010","0","","-","-","0%","","","","Active","Real Time"
="0652HW","HSI-PWHW","358","","","0.045","","-","-","0.205","0.040","0","","-","-","24%","","","","Active","Real Time"
="0652HX","HSI-PWHX","358","","","0.020","","-","-","0.475","0.020","0","","-","144160","24%","-0.036","","","Active","Real Time"
="0652HY","HSI-PWHY","358","","","0.015","","-","-","0.140","0.010","0","","-","101450","20%","-0.016","","","Active","Real Time"
="0652HZ","HSI-PWHZ","358","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652I1","HSI-CWI1","358","","","0.560","","-","-","0.560","0.505","0","","-","-","0%","","","","Active","Real Time"
="0652I2","HSI-CWI2","358","0.235","0.230","0.235","-0.005","0.245","0.225","0.385","0.170","401469","","35","55185905","55%","-0.009","","","Active","Real Time"
="0652I3","HSI-CWI3","358","0.170","0.170","0.170","-","0.170","0.155","0.240","0.130","716411","","36","32122380","55%","","","","Active","Real Time"
="0652I4","HSI-CWI4","358","","","1.110","","-","-","1.110","0.750","0","","-","-","0%","","","","Active","Real Time"
="0652I5","HSI-CWI5","358","0.460","0.455","0.480","-0.025","0.460","0.455","0.600","0.330","216","","54","-","0%","","","","Active","Real Time"
="0652I6","HSI-CWI6","358","","","0.180","","-","-","0.235","0.130","0","","-","-","0%","","","","Active","Real Time"
="0652I7","HSI-CWI7","358","0.245","0.245","0.220","+0.025","0.245","0.245","0.220","0.135","200","","-","-","0%","","","","Active","Real Time"
="0652I8","HSI-CWI8","358","","","0.365","","-","-","0.430","0.260","0","","-","-","0%","","","","Active","Real Time"
="0652I9","HSI-CWI9","358","0.170","0.155","0.170","-0.015","0.170","0.155","0.230","0.125","400","","50","-","0%","","","","Active","Real Time"
="0652IA","HSI-CWIA","358","0.540","0.555","0.565","-0.010","0.585","0.530","0.755","0.305","12845","","44","2601315","62%","0.040","","","Active","Real Time"
="0652IB","HSI-CWIB","358","0.315","0.315","0.295","+0.020","0.315","0.315","0.360","0.135","100","","-","43930","58%","0.041","","","Active","Real Time"
="0652IC","HSI-CWIC","358","0.020","0.020","0.030","-0.010","0.025","0.020","0.295","0.020","2736","","37","30671550","32%","-0.031","","","Active","Real Time"
="0652ID","HSI-CWID","358","","","0.015","","-","-","0.175","0.015","0","","-","-","0%","","","","Active","Real Time"
="0652IE","HSI-CWIE","358","","","1.650","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652IF","HSI-CWIF","358","","","0.260","","-","-","0.460","0.225","0","","-","532990","46%","-0.022","","","Active","Real Time"
="0652IG","HSI-CWIG","358","","","0.810","","-","-","0.510","0.505","0","","-","-","0%","","","","Active","Real Time"
="0652IH","HSI-CWIH","358","","","1.370","","-","-","1.080","0.850","0","","-","-","0%","","","","Active","Real Time"
="0652II","HSI-CWII","358","0.280","0.280","0.270","+0.010","0.280","0.280","0.305","0.115","50","","-","88220","66%","0.027","","","Active","Real Time"
="0652IJ","HSI-CWIJ","358","","","0.765","","-","-","0.825","0.625","0","","-","-","0%","","","","Active","Real Time"
="0652IK","HSI-CWIK","358","","","0.320","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652IL","HSI-CWIL","358","0.230","0.220","0.215","+0.005","0.230","0.220","0.370","0.180","3000","","67","9917410","47%","-0.018","","","Active","Real Time"
="0652IM","HSI-CWIM","358","0.090","0.095","0.095","-","0.100","0.085","0.205","0.075","110170","","49","54413820","42%","-0.015","","","Active","Real Time"
="0652IN","HSI-CWIN","358","0.190","0.185","0.200","-0.015","0.205","0.185","0.365","0.170","23990","","37","-","45%","","","","Active","Real Time"
="0652IO","HSI-CWIO","358","0.430","0.440","0.460","-0.020","0.465","0.415","0.630","0.330","177537","","50","4544585","57%","0.005","","","Active","Real Time"
="0652IP","HSI-CWIP","358","0.425","0.420","0.465","-0.045","0.445","0.410","0.625","0.370","4670","","53","202300","57%","0.014","","","Active","Real Time"
="0652IQ","HSI-CWIQ","358","0.795","0.805","0.810","-0.005","0.845","0.790","1.000","0.565","38718","","49","2052490","61%","0.058","","","Active","Real Time"
="0652IR","HSI-CWIR","358","0.345","0.345","0.350","-0.005","0.345","0.345","0.390","0.200","100","","-","67550","56%","0.038","","","Active","Real Time"
="0652IS","HSI-CWIS","358","","","0.215","","-","-","0.295","0.170","0","","-","5173615","54%","","","","Active","Real Time"
="0652IT","HSI-CWIT","358","0.445","0.460","0.455","+0.005","0.465","0.445","0.560","0.330","970","","95","420640","59%","0.034","","","Active","Real Time"
="0652IU","HSI-CWIU","358","","","0.735","","-","-","0.840","0.590","0","","-","-","0%","","","","Active","Real Time"
="0652IV","HSI-CWIV","358","","","0.100","","-","-","0.175","0.095","0","","-","-","36%","","","","Active","Real Time"
="0652IW","HSI-CWIW","358","","","0.045","","-","-","0.085","0.040","0","","-","-","0%","","","","Active","Real Time"
="0652IX","HSI-CWIX","358","","","1.140","","-","-","1.220","0.965","0","","-","-","0%","","","","Active","Real Time"
="0652IY","HSI-CWIY","358","0.250","0.250","0.250","-","0.250","0.250","0.285","0.140","50","","-","-","0%","","","","Active","Real Time"
="0652IZ","HSI-CWIZ","358","0.260","0.265","0.260","+0.005","0.265","0.260","0.285","0.150","2120","","59","157655","64%","","","","Active","Real Time"
="0652J1","HSI-PWJ1","358","","","0.090","","-","-","0.175","0.070","0","","-","-","0%","","","","Active","Real Time"
="0652J2","HSI-PWJ2","358","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652J3","HSI-PWJ3","358","0.035","0.035","0.150","-0.115","0.035","0.035","0.150","0.120","2400","","71","-","0%","","","","Active","Real Time"
="0652J4","HSI-PWJ4","358","0.060","0.065","0.065","-","0.065","0.060","0.275","0.060","10000","","50","-","17%","","","","Active","Real Time"
="0652J5","HSI-PWJ5","358","","","0.110","","-","-","0.120","0.110","0","","-","-","0%","","","","Active","Real Time"
="0652J6","HSI-PWJ6","358","","","0.010","","-","-","0.025","0.010","0","","-","-","0%","","","","Active","Real Time"
="0652J7","HSI-PWJ7","358","","","0.055","","-","-","0.155","0.050","0","","-","-","0%","","","","Active","Real Time"
="0652J8","HSI-PWJ8","358","0.170","0.160","0.165","-0.005","0.170","0.150","0.270","0.150","1394183","","23","-","0%","","","","Active","Real Time"
="0652J9","HSI-PWJ9","358","","","0.070","","-","-","0.130","0.070","0","","-","-","0%","","","","Active","Real Time"
="0652JA","HSI-PWJA","358","","","0.005","","-","-","0.400","0.005","0","","-","28039380","15%","-0.078","","","Active","Real Time"
="0652JB","HSI-PWJB","358","0.080","0.075","0.065","+0.010","0.080","0.065","0.910","0.065","26035","","36","1025785","18%","-0.130","","","Active","Real Time"
="0652JC","HSI-PWJC","358","0.430","0.420","0.430","-0.010","0.440","0.390","1.040","0.375","600","","57","-","24%","","","","Active","Real Time"
="0652JD","HSI-PWJD","358","","","0.005","","-","-","0.050","0.020","0","","-","-","0%","","","","Active","Real Time"
="0652JE","HSI-PWJE","358","","","0.060","","-","-","0.140","0.060","0","","-","-","0%","","","","Active","Real Time"
="0652JF","HSI-PWJF","358","","","0.005","","-","-","0.320","0.010","0","","-","14762465","22%","-0.034","","","Active","Real Time"
="0652JG","HSI-PWJG","358","","","0.050","","-","-","0.180","0.030","0","","-","247990","37%","-0.027","","","Active","Real Time"
="0652JH","HSI-PWJH","358","0.030","0.030","0.035","-0.005","0.030","0.030","0.325","0.035","49","","100","8199455","30%","-0.049","","","Active","Real Time"
="0652JI","HSI-PWJI","358","","","0.185","","-","-","0.185","0.185","0","","-","-","0%","","","","Active","Real Time"
="0652JJ","HSI-PWJJ","358","","","0.010","","-","-","0.040","0.010","0","","-","-","0%","","","","Active","Real Time"
="0652JK","HSI-PWJK","358","","","0.015","","-","-","0.200","0.015","0","","-","100940","19%","-0.038","","","Active","Real Time"
="0652JL","HSI-PWJL","358","","","0.040","","-","-","0.315","0.040","0","","-","508835","19%","-0.052","","","Active","Real Time"
="0652JM","HSI-PWJM","358","0.065","0.065","0.065","-","0.070","0.050","0.675","0.060","183089","","31","16941170","17%","-0.078","","","Active","Real Time"
="0652JN","HSI-PWJN","358","0.090","0.095","0.090","+0.005","0.095","0.090","0.460","0.090","15594","","50","731880","20%","-0.062","","","Active","Real Time"
="0652JO","HSI-PWJO","358","0.240","0.230","0.235","-0.005","0.240","0.220","0.825","0.220","32767","","54","9673845","20%","-0.099","","","Active","Real Time"
="0652JP","HSI-PWJP","358","","","0.045","","-","-","0.115","0.030","0","","-","-","36%","","","","Active","Real Time"
="0652JQ","HSI-PWJQ","358","","","0.020","","-","-","0.050","0.015","0","","-","-","0%","","","","Active","Real Time"
="0652JR","HSI-PWJR","358","","","0.035","","-","-","0.110","0.035","0","","-","-","0%","","","","Active","Real Time"
="0652JS","HSI-PWJS","358","0.025","0.030","0.030","-","0.030","0.025","0.205","0.030","280","","-","20035255","13%","","","","Active","Real Time"
="0652JT","HSI-PWJT","358","0.110","0.110","0.125","-0.015","0.110","0.110","0.285","0.125","64","","100","-","0%","","","","Active","Real Time"
="0652JU","HSI-PWJU","358","0.305","0.295","0.320","-0.025","0.310","0.295","0.635","0.280","2447","","53","-","15%","","","","Active","Real Time"
="0652JV","HSI-PWJV","358","","","0.655","","-","-","0.990","0.585","0","","-","-","0%","","","","Active","Real Time"
="0652JW","HSI-PWJW","358","","","0.080","","-","-","0.185","0.055","0","","-","36315","37%","-0.023","","","Active","Real Time"
="0652JX","HSI-PWJX","358","","","0.095","","-","-","0.160","0.075","0","","-","-","39%","","","","Active","Real Time"
="0652JY","HSI-PWJY","358","","","0.280","","-","-","0.725","0.250","0","","-","-","0%","","","","Active","Real Time"
="0652JZ","HSI-PWJZ","358","0.095","0.090","0.090","-","0.095","0.090","0.380","0.085","439422","","27","37417500","18%","","","","Active","Real Time"
="0652KA","HSI-CWKA","358","","","0.070","","-","-","0.080","0.065","0","","-","-","0%","","","","Active","Real Time"
="0652KB","HSI-CWKB","358","0.115","0.115","0.125","-0.010","0.115","0.115","0.190","0.105","2350","","-","-","0%","","","","Active","Real Time"
="0652KC","HSI-CWKC","358","0.200","0.200","0.205","-0.005","0.215","0.200","0.275","0.160","1114447","","23","-","0%","","","","Active","Real Time"
="0652KD","HSI-CWKD","358","","","0.330","","-","-","0.380","0.330","0","","-","-","0%","","","","Active","Real Time"
="0652KE","HSI-CWKE","358","0.555","0.550","0.525","+0.025","0.575","0.545","0.605","0.400","880","","84","-","0%","","","","Active","Real Time"
="0652KF","HSI-CWKF","358","0.245","0.240","0.245","-0.005","0.250","0.240","0.270","0.140","3650","","51","-","0%","","","","Active","Real Time"
="0652KG","HSI-CWKG","358","0.950","0.945","0.980","-0.035","0.965","0.935","1.100","0.880","490","","53","-","0%","","","","Active","Real Time"
="0652KH","HSI-CWKH","358","","","0.650","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652KI","HSI-CWKI","358","","","0.520","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652KJ","HSI-CWKJ","358","","","0.420","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652KK","HSI-CWKK","358","","","0.290","","-","-","0.360","0.255","0","","-","-","0%","","","","Active","Real Time"
="0652KL","HSI-CWKL","358","0.210","0.205","0.220","-0.015","0.210","0.205","0.275","0.200","10000","","50","-","0%","","","","Active","Real Time"
="0652KM","HSI-CWKM","358","","","0.240","","-","-","0.290","0.235","0","","-","-","0%","","","","Active","Real Time"
="0652KN","HSI-CWKN","358","0.450","0.455","0.450","+0.005","0.455","0.450","0.555","0.390","170","","59","-","0%","","","","Active","Real Time"
="0652KO","HSI-CWKO","358","0.715","0.755","0.735","+0.020","0.755","0.715","0.870","0.655","77","","81","-","0%","","","","Active","Real Time"
="0652KP","HSI-CWKP","358","","","0.620","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652KQ","HSI-CWKQ","358","","","0.390","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652KR","HSI-CWKR","358","","","0.240","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652KS","HSI-CWKS","358","","","-","","-","-","","","0","","-","-","0%","","","","New","Real Time"
="0652KT","HSI-CWKT","358","","","-","","-","-","","","0","","-","-","0%","","","","New","Real Time"
="0652KU","HSI-CWKU","358","","","-","","-","-","","","0","","-","-","0%","","","","New","Real Time"
="0652KV","HSI-CWKV","358","","","-","","-","-","","","0","","-","-","0%","","","","New","Real Time"
="0652KW","HSI-CWKW","358","","","-","","-","-","","","0","","-","-","0%","","","","New","Real Time"
="0652KX","HSI-CWKX","358","","","-","","-","-","","","0","","-","-","0%","","","","New","Real Time"
="0652KY","HSI-CWKY","358","","","-","","-","-","","","0","","-","-","0%","","","","New","Real Time"
="0652KZ","HSI-CWKZ","358","","","-","","-","-","","","0","","-","-","0%","","","","New","Real Time"
="0652LA","HSI-PWLA","358","0.080","0.080","0.095","-0.015","0.080","0.080","0.200","0.080","922","","72","-","0%","","","","Active","Real Time"
="0652LB","HSI-PWLB","358","0.190","0.185","0.180","+0.005","0.190","0.170","0.390","0.165","1237196","","15","-","0%","","","","Active","Real Time"
="0652LC","HSI-PWLC","358","0.390","0.385","0.380","+0.005","0.395","0.370","0.680","0.350","79010","","48","-","25%","","","","Active","Real Time"
="0652LD","HSI-PWLD","358","","","0.145","","-","-","0.145","0.105","0","","-","-","0%","","","","Active","Real Time"
="0652LE","HSI-PWLE","358","0.725","0.740","0.750","-0.010","0.740","0.725","0.900","0.705","3500","","64","-","0%","","","","Active","Real Time"
="0652LF","HSI-PWLF","358","0.565","0.565","0.550","+0.015","0.565","0.545","0.700","0.530","3286","","50","-","0%","","","","Active","Real Time"
="0652LG","HSI-PWLG","358","","","0.630","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652LH","HSI-PWLH","358","","","0.470","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652LI","HSI-PWLI","358","","","0.200","","-","-","0.250","0.170","0","","-","-","0%","","","","Active","Real Time"
="0652LJ","HSI-PWLJ","358","","","0.120","","-","-","0.160","0.120","0","","-","-","0%","","","","Active","Real Time"
="0652LK","HSI-PWLK","358","","","0.080","","-","-","0.080","0.075","0","","-","-","0%","","","","Active","Real Time"
="0652LL","HSI-PWLL","358","","","0.140","","-","-","0.140","0.115","0","","-","-","0%","","","","Active","Real Time"
="0652LM","HSI-PWLM","358","0.230","0.230","0.230","-","0.240","0.220","0.325","0.210","1840","","47","-","0%","","","","Active","Real Time"
="0652LN","HSI-PWLN","358","","","0.710","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0652LO","HSI-PWLO","358","","","0.380","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
