"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="0245","MNHLDG","403","1.780","1.770","1.780","-0.010","1.780","1.750","1.790","0.825","20131","0.14%","27","6031005","80%","0.054","9.29","23.95","Active","Real Time"
="0245WA","MNHLDG-WA","403","","","1.590","","-","-","1.590","0.625","0","","-","336330","79%","0.049","","","Active","Real Time"
="0246","CNERGEN","105","0.310","0.315","0.325","-0.010","0.320","0.300","0.520","0.250","3502","2.54%","14","460570","52%","","2.30","12.77","Active","Real Time"
="0247","UNITRAD","402","0.255","0.255","0.260","-0.005","0.255","0.255","0.275","0.160","147","","-","1518280","38%","","-0.90","","Active","Real Time"
="0248","YEWLEE","402","0.415","0.420","0.420","-","0.420","0.410","0.690","0.300","23590","","97","5297850","24%","-0.010","0.05","875.42","Active","Real Time"
="0248WA","YEWLEE-WA","402","0.120","0.120","0.120","-","0.120","0.120","0.325","0.095","106710","","95","5372000","100%","-0.015","","","Active","Real Time"
="0249","LGMS","405","0.845","0.850","0.845","+0.005","0.885","0.845","1.480","0.680","2722","1.76%","57","471455","82%","0.012","2.71","31.41","Active","Real Time"
="0250","YXPM","101","0.240","0.240","0.230","+0.010","0.240","0.240","0.285","0.195","1280","","100","142295","54%","0.004","1.95","12.33","Active","Real Time"
="0251","SFPTECH","405","0.155","0.160","0.150","+0.010","0.160","0.155","0.765","0.120","37981","1.25%","58","9563975","50%","-0.002","0.40","39.68","Active","Real Time"
="0252","ORGABIO","401","0.300","0.300","0.310","-0.010","0.310","0.300","0.400","0.270","200","","29","69735","54%","-0.001","1.58","18.94","Active","Real Time"
="0252WA","ORGABIO-WA","401","","","0.120","","-","-","0.190","0.060","0","","-","42045","55%","","","","Active","Real Time"
="0253","INFOTEC","105","0.440","0.440","0.440","-","0.440","0.440","1.090","0.385","619","6.36%","48","144955","58%","-0.015","4.81","9.16","Active","Real Time"
="0255","EIB","402","0.120","0.140","0.140","-","0.140","0.120","0.340","0.110","263","","51","31525","46%","-0.005","-6.84","","Active","Real Time"
="0255WA","EIB-WA","402","","","0.005","","-","-","0.060","0.005","0","","-","61245","50%","-0.002","","","Active","Real Time"
="0256","UMC","162","0.410","0.425","0.405","+0.020","0.430","0.405","0.675","0.325","13566","","49","451970","59%","0.002","2.18","19.23","Active","Real Time"
="0257","UNIQUE","102","0.415","0.415","0.415","-","0.420","0.410","0.440","0.310","3292","5.06%","13","1424260","57%","0.008","2.59","16.06","Active","Real Time"
="0257WA","UNIQUE-WA","102","0.175","0.175","0.175","-","0.175","0.175","0.230","0.130","77","","-","303110","58%","0.003","","","Active","Real Time"
="0258","AGMO","405","0.455","0.455","0.450","+0.005","0.455","0.445","0.610","0.325","5572","3.30%","66","2134455","47%","-0.018","2.50","16.06","Active","Real Time"
="0259","SNS","105","0.650","0.660","0.645","+0.015","0.665","0.650","0.715","0.340","140376","1.32%","52","10204790","80%","0.020","1.87","36.50","Active","Real Time"
="0259CE","SNS-CE","305","0.055","0.055","0.055","-","0.055","0.055","0.065","0.025","10963","","-","946775","53%","","","","Active","Real Time"
="0259CF","SNS-CF","305","0.060","0.060","0.055","+0.005","0.060","0.060","0.055","0.020","600","","-","520885","50%","","","","Active","Real Time"
="0259CG","SNS-CG","305","","","0.050","","-","-","0.085","0.050","0","","-","-","0%","","","","Active","Real Time"
="0259CH","SNS-CH","305","0.085","0.085","0.080","+0.005","0.085","0.085","0.085","0.040","2500","","40","364460","63%","0.002","","","Active","Real Time"
="0259CI","SNS-CI","305","0.075","0.075","0.075","-","0.075","0.075","0.075","0.045","50000","","100","-","0%","","","","Active","Real Time"
="0259CJ","SNS-CJ","305","0.070","0.070","0.075","-0.005","0.070","0.070","0.075","0.030","1000","","-","-","0%","","","","Active","Real Time"
="0259CK","SNS-CK","305","0.080","0.080","0.075","+0.005","0.080","0.080","0.080","0.055","12201","","56","-","0%","","","","Active","Real Time"
="0259CL","SNS-CL","305","","","0.125","","-","-","0.125","0.105","0","","-","-","0%","","","","Active","Real Time"
="0260","PTRB","401","0.275","0.275","0.275","-","0.275","0.275","0.570","0.270","400","3.60%","100","143190","100%","-0.005","2.17","12.68","Active","Real Time"
="0261","COSMOS","402","0.320","0.350","0.315","+0.035","0.355","0.315","0.440","0.270","11196","1.43%","67","163750","60%","0.005","0.91","38.58","Active","Real Time"
="0262","SUNVIEW","461","0.380","0.380","0.385","-0.005","0.380","0.375","0.515","0.335","16831","","82","1616500","53%","-0.006","1.17","34.03","Active","Real Time"
="0263","BETA","402","0.415","0.415","0.415","-","0.420","0.415","0.490","0.355","2985","10.24%","49","319180","43%","-0.004","5.58","7.44","Active","Real Time"
="0265","INFOM","405","1.290","1.260","1.280","-0.020","1.290","1.210","1.500","0.685","26713","0.95%","49","1468000","64%","0.070","3.51","35.95","Active","Real Time"
="0266","LEFORM","402","0.145","0.145","0.145","-","0.145","0.145","0.165","0.110","611","","-","274835","33%","","0.16","150.38","Active","Real Time"
="0267","ECA","405","0.160","0.155","0.160","-0.005","0.160","0.155","0.300","0.130","16364","","46","2416330","44%","","-1.35","","Active","Real Time"
="0268","L&PBHD","102","0.110","0.100","0.110","-0.010","0.110","0.100","0.365","0.080","14861","5.00%","15","2753370","54%","-0.001","1.98","5.05","Active","Real Time"
="0269","DSS","102","0.260","0.255","0.260","-0.005","0.265","0.255","0.375","0.205","3247","3.92%","70","130440","56%","0.006","2.25","11.32","Active","Real Time"
="0270","NATGATE","102","1.310","1.330","1.300","+0.030","1.340","1.300","3.030","1.000","105105","1.50%","62","18435955","58%","-0.036","7.04","16.90","Active","Real Time"
="0270C1","NATGATE-C1","302","0.080","0.080","0.075","+0.005","0.080","0.075","0.075","0.065","1200","","71","-","0%","","","","Active","Real Time"
="0270CJ","NATGATE-CJ","302","0.020","0.020","0.015","+0.005","0.020","0.020","0.190","0.010","222","","100","160585","43%","-0.005","","","Active","Real Time"
="0270CL","NATGATE-CL","302","0.005","0.005","0.005","-","0.005","0.005","0.130","0.005","2","","100","287465","100%","-0.003","","","Active","Real Time"
="0270CM","NATGATE-CM","302","0.075","0.075","0.070","+0.005","0.075","0.075","0.205","0.055","8500","","24","1133995","55%","-0.010","","","Active","Real Time"
="0270CN","NATGATE-CN","302","","","0.005","","-","-","0.340","0.005","0","","-","218420","5%","-0.044","","","Active","Real Time"
="0270CO","NATGATE-CO","302","0.040","0.045","0.040","+0.005","0.045","0.040","0.270","0.030","15641","","100","1815175","50%","-0.015","","","Active","Real Time"
="0270CP","NATGATE-CP","302","","","0.040","","-","-","0.160","0.030","0","","-","197945","53%","-0.010","","","Active","Real Time"
="0270CQ","NATGATE-CQ","302","","","0.025","","-","-","0.110","0.025","0","","-","803445","29%","-0.010","","","Active","Real Time"
="0270CR","NATGATE-CR","302","","","0.015","","-","-","0.060","0.015","0","","-","309490","30%","-0.010","","","Active","Real Time"
="0270CS","NATGATE-CS","302","0.005","0.010","0.005","+0.005","0.010","0.005","0.110","0.005","2001","","100","257240","40%","-0.017","","","Active","Real Time"
="0270CT","NATGATE-CT","302","0.040","0.040","0.040","-","0.045","0.040","0.175","0.030","6302","","82","390730","47%","-0.012","","","Active","Real Time"
="0270CU","NATGATE-CU","302","0.075","0.075","0.065","+0.010","0.075","0.075","0.165","0.065","900","","-","148930","33%","-0.015","","","Active","Real Time"
="0270CV","NATGATE-CV","302","0.050","0.050","0.055","-0.005","0.050","0.050","0.170","0.040","2000","","-","373340","57%","-0.020","","","Active","Real Time"
="0270CW","NATGATE-CW","302","0.040","0.040","0.040","-","0.040","0.040","0.075","0.030","50000","","100","-","33%","","","","Active","Real Time"
="0270CX","NATGATE-CX","302","0.055","0.055","0.050","+0.005","0.055","0.055","0.075","0.045","5000","","-","-","0%","","","","Active","Real Time"
="0270CY","NATGATE-CY","302","0.055","0.055","0.055","-","0.055","0.055","0.070","0.040","700","","43","-","0%","","","","Active","Real Time"
="0270CZ","NATGATE-CZ","302","","","0.170","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0271","WELLS","401","0.655","0.650","0.655","-0.005","0.655","0.650","0.685","0.645","11685","","100","1033510","37%","-0.001","1.17","36.74","Active","Real Time"
="0272","TTVHB","405","0.400","0.405","0.400","+0.005","0.410","0.390","0.865","0.345","32941","","45","3300345","24%","-0.038","0.80","51.06","Active","Real Time"
="0273","VLB","403","0.510","0.525","0.505","+0.020","0.530","0.510","0.615","0.400","6923","","39","85470","71%","0.006","4.08","12.88","Active","Real Time"
="0275","OPPSTAR","405","0.545","0.575","0.545","+0.030","0.580","0.545","0.955","0.390","62342","","59","3364465","67%","0.017","-1.91","","Active","Real Time"
="0276","ADB","405","1.050","1.030","1.050","-0.020","1.050","1.010","1.290","0.830","11037","3.88%","22","850715","25%","-0.008","3.56","28.95","Active","Real Time"
="0277","CLOUDPT","405","0.860","0.895","0.860","+0.035","0.900","0.855","1.080","0.575","106772","2.23%","52","4633235","78%","0.027","3.82","23.23","Active","Real Time"
="0278","EDELTEQ","405","0.425","0.440","0.425","+0.015","0.450","0.420","0.440","0.170","76400","0.45%","55","5052920","62%","0.023","0.74","59.46","Active","Real Time"
="0279","SYNERGY","401","0.380","0.375","0.375","-","0.380","0.370","1.360","0.330","2295","4.37%","73","1052245","53%","-0.013","5.57","6.74","Active","Real Time"
="0280","MBN","401","0.100","0.110","0.095","+0.015","0.120","0.100","0.150","0.085","18008","","91","122525","57%","-0.002","-0.88","","Active","Real Time"
="0281","DAY3","401","","","0.190","","-","-","0.370","0.150","0","3.84%","-","429050","46%","0.004","0.63","37.82","Active","Real Time"
="0282","KGW","464","0.145","0.140","0.150","-0.010","0.155","0.140","0.210","0.115","3043","","81","1293820","70%","0.002","0.56","25.22","Active","Real Time"
="0283","DCHCARE","462","0.125","0.125","0.125","-","0.125","0.125","0.190","0.120","388","","-","1088065","33%","-0.001","-1.98","","Active","Real Time"
="0284","GLXT","402","0.195","0.195","0.195","-","0.195","0.195","0.225","0.170","1064","3.85%","-","172930","50%","","1.69","11.77","Active","Real Time"
="0285","MERSEC","410","0.375","0.370","0.375","-0.005","0.375","0.365","0.395","0.270","1275","1.35%","46","1165305","100%","0.005","1.57","23.52","Active","Real Time"
="0286","EMCC","410","0.400","0.410","0.400","+0.010","0.415","0.395","0.420","0.265","59509","","62","6085020","68%","0.023","2.09","19.69","Active","Real Time"
="0287","SSF","401","0.395","0.385","0.395","-0.010","0.395","0.385","0.420","0.315","2319","1.30%","7","447110","53%","0.004","0.74","52.19","Active","Real Time"
="0288","MINOX","402","0.220","0.230","0.230","-","0.230","0.220","0.315","0.195","660","3.26%","3","692230","36%","0.002","1.40","27.32","Active","Real Time"
="0288WA","MINOX-WA","402","0.035","0.035","0.035","-","0.035","0.035","0.070","0.035","738","","-","2156900","33%","","","","Active","Real Time"
="0289","PLYTEC","402","0.250","0.250","0.255","-0.005","0.250","0.245","0.415","0.240","5459","2.00%","94","505500","55%","-0.002","2.26","11.03","Active","Real Time"
="0290","PANDA","405","0.250","0.250","0.250","-","0.255","0.250","0.390","0.240","1531","3.00%","20","280905","40%","-0.005","1.21","21.34","Active","Real Time"
="0291","CHB","402","0.965","0.960","0.965","-0.005","0.965","0.950","1.140","0.575","5867","1.35%","24","846615","31%","","7.52","12.77","Active","Real Time"
="0292","JTGROUP","403","0.630","0.625","0.625","-","0.635","0.620","0.660","0.275","11734","","44","2418955","57%","0.023","2.47","27.87","Active","Real Time"
="0293","KJTS","402","1.660","1.560","1.650","-0.090","1.660","1.520","1.760","0.615","26665","0.33%","14","1446620","46%","0.026","1.23","127.16","Active","Real Time"
="0295","MTEC","402","1.160","1.180","1.160","+0.020","1.200","1.150","1.300","0.980","4085","0.48%","95","270275","73%","0.016","2.68","44.41","Active","Real Time"
="0296","HEGROUP","402","0.430","0.420","0.425","-0.005","0.435","0.410","0.620","0.200","59705","","46","4320495","70%","0.008","3.11","13.50","Active","Real Time"
="0297","TSA","402","0.740","0.730","0.715","+0.015","0.740","0.730","0.860","0.655","65","8.22%","77","32265","43%","-0.001","6.00","12.21","Active","Real Time"
="0298","WENTEL","402","0.335","0.330","0.335","-0.005","0.345","0.320","0.345","0.210","138513","","56","3121980","53%","0.003","1.31","25.25","Active","Real Time"
="0299","AGX","464","0.475","0.470","0.470","-","0.475","0.450","0.635","0.455","629","1.91%","7","169600","28%","-0.007","2.94","16.15","Active","Real Time"
="0300","SBH","401","0.200","0.205","0.205","-","0.205","0.200","0.280","0.195","108","2.44%","46","1095840","33%","-0.001","0.41","52.72","Active","Real Time"
="03001","CLOUD","705","","","0.050","","-","-","0.050","0.005","0","","-","64125","54%","-0.006","","","Active","Real Time"
="03002","JAGAAPP","705","","","0.050","","-","-","0.050","0.050","0","","-","158620","39%","-0.047","","","Active","Real Time"
="03006","NPS","762","","","0.215","","-","-","","","0","","-","61145","53%","","","","Active","Real Time"
="03008","SLIC","705","","","0.600","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03009","SEERS","701","","","0.100","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0301","ZANTAT","402","0.230","0.230","0.230","-","0.230","0.225","0.385","0.220","957","6.52%","43","38930","57%","-0.005","0.17","144.26","Active","Real Time"
="03011","AMLEX","705","","","0.250","","-","-","0.450","0.200","0","","-","411665","45%","-0.032","","","Active","Real Time"
="03012","BABA","701","","","0.440","","-","-","0.440","0.440","0","","-","-","97%","","","","Active","Real Time"
="03015","MFGROUP","701","","","0.240","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03017","UNIWALL","703","","","0.490","","-","-","","","0","","-","116250","15%","-0.094","","","Active","Real Time"
="03019","MPSOL","701","","","0.020","","-","-","0.080","0.020","0","","-","366500","6%","","","","Active","Real Time"
="03019W","MPSOL-WA","701","","","0.015","","-","-","0.030","0.015","0","","-","-","0%","","","","Active","Real Time"
="0302","TOPMIX","402","0.475","0.475","0.480","-0.005","0.480","0.460","0.530","0.330","5180","1.58%","5","408805","66%","0.011","2.94","16.18","Active","Real Time"
="03021","ETH","701","","","0.180","","-","-","0.180","0.170","0","","-","114780","50%","0.002","","","Active","Real Time"
="03022","MCOM","705","","","0.100","","-","-","0.160","0.100","0","","-","630800","58%","0.014","","","Active","Real Time"
="03023","SMILE","762","","","0.125","","-","-","0.160","0.100","0","","-","136055","36%","-0.006","","","Active","Real Time"
="03023W","SMILE-WA","762","","","0.005","","-","-","0.005","0.005","0","","-","209555","37%","-0.002","","","Active","Real Time"
="03024","CETECH","702","","","0.750","","-","-","0.750","0.750","0","","-","84610","42%","","","","Active","Real Time"
="03025","ENEST","701","","","0.140","","-","-","0.140","0.140","0","","-","236245","100%","-0.001","","","Active","Real Time"
="03027","MMIS","702","","","0.200","","-","-","0.300","0.200","0","","-","89540","23%","-0.031","","","Active","Real Time"
="03028","GOINNO","702","","","0.030","","-","-","0.030","0.030","0","","-","-","0%","","","","Active","Real Time"
="03029","GPP","702","","","0.280","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0303","ALPHA","462","0.305","0.305","0.305","-","0.310","0.300","0.375","0.265","15577","3.11%","55","1869725","57%","0.003","1.18","25.31","Active","Real Time"
="03030","IDBTECH","705","","","0.130","","-","-","0.130","0.130","0","","-","-","0%","","","","Active","Real Time"
="03031","POLYDM","702","","","0.750","","-","-","0.750","0.750","0","","-","-","100%","","","","Active","Real Time"
="03032","ASTRA","701","","","0.500","","-","-","0.500","0.500","0","","-","-","0%","","","","Active","Real Time"
="03033","SGBHD","702","","","0.300","","-","-","0.600","0.150","0","","-","54295","53%","-0.007","","","Active","Real Time"
="03036","RPLANET","705","","","0.300","","-","-","0.305","0.215","0","","-","9675","58%","0.004","","","Active","Real Time"
="03037","AURORA","701","","","0.220","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03039","RTSTECH","705","","","0.165","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0304","FPHB","401","0.365","0.365","0.375","-0.010","0.375","0.365","0.620","0.350","658","","5","385670","36%","-0.008","3.06","15.90","Active","Real Time"
="03040","JISHAN","702","","","0.690","","-","-","0.690","0.480","0","","-","64150","67%","0.049","","","Active","Real Time"
="03041","1TECH","705","","","0.030","","-","-","0.030","0.030","0","","-","-","0%","","","","Active","Real Time"
="03042","BVLH","703","","","0.190","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03043","UTAMA","702","","","0.270","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03045","NP","705","","","0.275","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03046","DYNAFNT","705","","","1.000","","-","-","1.000","0.980","0","","-","47125","63%","0.041","","","Active","Real Time"
="03048","CARZO","701","","","0.395","","-","-","0.400","0.395","0","","-","3835","27%","-0.481","","","Active","Real Time"
="0304WA","FPHB-WA","401","0.115","0.115","0.115","-","0.115","0.115","0.195","0.100","1004","","41","147990","75%","0.001","","","Active","Real Time"
="0305","SINKUNG","464","0.110","0.115","0.110","+0.005","0.120","0.110","0.220","0.105","8230","","65","139425","44%","-0.002","-0.06","","Active","Real Time"
="03050","SUNMOW","703","","","1.100","","-","-","2.030","1.000","0","","-","27750","35%","-0.059","","","Active","Real Time"
="030501","SUNMOW-PA","703","","","0.425","","-","-","0.500","0.425","0","","-","-","0%","","","","Active","Real Time"
="030502","SUNMOW-WA","703","","","0.765","","-","-","1.550","0.200","0","","-","-","0%","","","","Active","Real Time"
="03051","AORB","701","","","3.270","","-","-","3.420","3.270","0","","-","43155","55%","0.546","","","Active","Real Time"
="03052","RGS","702","","","0.160","","-","-","0.160","0.150","0","","-","37725","43%","0.006","","","Active","Real Time"
="03053","CCIB","701","","","0.320","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03054","SNOWFIT","701","","","0.120","","-","-","0.120","0.120","0","","-","-","0%","","","","Active","Real Time"
="03055","DSR","725","","","1.180","","-","-","1.180","1.180","0","","-","22750","63%","0.039","","","Active","Real Time"
="03056","SAFETY","702","","","0.190","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03057","SANCY","705","","","0.350","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="03058","DYNAMIC","705","","","0.275","","-","-","0.275","0.275","0","","-","-","0%","","","","Active","Real Time"
="03059","AUTORIS","710","","","0.495","","-","-","0.500","0.200","0","","-","-","0%","","","","Active","Real Time"
="0306","SMART","402","0.180","0.180","0.175","+0.005","0.180","0.180","0.325","0.170","1056","","50","266900","33%","-0.007","2.02","10.11","Active","Real Time"
="03060","HPI","702","","","0.320","","-","-","0.320","0.260","0","","-","-","0%","","","","Active","Real Time"
="03061","TPTEC","702","","","0.290","","-","-","0.290","0.130","0","","-","-","100%","","","","Active","Real Time"
="03062","TSIC","702","","","0.100","","-","-","0.110","0.100","0","","-","-","0%","","","","Active","Real Time"
="03063","PING","701","","","0.350","","-","-","0.350","0.240","0","","-","-","0%","","","","Active","Real Time"
="03064","MYAXIS","701","0.250","0.250","0.250","-","0.250","0.250","0.310","0.180","2","","-","-","46%","","","","Active","Real Time"
="0307","KENERGY","402","0.670","0.650","0.665","-0.015","0.670","0.640","0.965","0.465","8768","1.92%","27","466150","81%","-0.010","0.06","18.60","Active","Real Time"
="0308","KTI","420","0.405","0.400","0.405","-0.005","0.405","0.400","0.480","0.225","30094","0.75%","2","802230","45%","","1.29","37.51","Active","Real Time"
="0309","AGRICOR","401","0.460","0.465","0.460","+0.005","0.475","0.460","0.575","0.335","2015","","30","228375","100%","-0.005","-0.40","","Active","Real Time"
="0310","UUE","403","0.810","0.810","0.810","-","0.820","0.810","0.930","0.475","4580","","41","1138225","41%","-0.002","4.50","21.45","Active","Real Time"
="0311","GOHUB","405","0.880","0.880","0.880","-","0.880","0.875","1.440","0.740","2024","","98","124320","40%","0.002","1.40","62.86","Active","Real Time"
="0312","OFB","401","0.230","0.230","0.240","-0.010","0.235","0.230","0.475","0.225","930","","31","43615","60%","","1.04","25.19","Active","Real Time"
="0313","BWYS","402","0.220","0.225","0.225","-","0.225","0.220","0.265","0.145","1359","","-","706705","44%","","0.84","30.45","Active","Real Time"
="0315","KUCINGKO","463","0.105","0.105","0.110","-0.005","0.105","0.105","0.360","0.100","228","8.10%","-","942185","43%","","1.01","10.41","Active","Real Time"
="0316","SCB","401","0.135","0.140","0.140","-","0.140","0.135","0.255","0.130","812","","-","180560","40%","-0.002","0.51","34.32","Active","Real Time"
="0317","EPB","402","0.410","0.405","0.420","-0.015","0.410","0.400","0.620","0.400","505","","41","107315","35%","-0.015","3.00","15.39","Active","Real Time"
="0318","ELRIDGE","461","0.700","0.720","0.700","+0.020","0.720","0.700","0.725","0.375","29901","","93","2615690","47%","0.007","2.06","34.98","Active","Real Time"
="0319","VTC","405","0.280","0.280","0.280","-","0.290","0.275","0.555","0.210","57272","","50","4801190","41%","0.013","0.30","94.70","Active","Real Time"
="0320","HAWK","461","0.345","0.355","0.345","+0.010","0.365","0.345","0.585","0.265","64522","","62","4307105","21%","-0.039","2.58","13.75","Active","Real Time"
="0321","SDCG","402","0.570","0.570","0.570","-","0.570","0.565","0.590","0.415","107241","","97","10764405","100%","0.011","2.44","56.36","Active","Real Time"
="0322","KHB","402","0.110","0.110","0.115","-0.005","0.115","0.110","0.290","0.095","1739","","-","400320","50%","","0.83","16.72","Active","Real Time"
="0323","CREST","402","0.250","0.265","0.250","+0.015","0.270","0.250","0.400","0.145","64398","","45","1890940","61%","0.007","3.31","19.08","Active","Real Time"
="0325","NE","402","0.765","0.760","0.760","-","0.780","0.745","0.765","0.275","42126","","45","5257275","67%","0.028","1.86","40.92","Active","Real Time"
="0326","SORENTO","401","0.385","0.385","0.375","+0.010","0.385","0.385","0.485","0.360","11117","2.60%","100","221050","28%","-0.003","3.67","12.62","Active","Real Time"
="0327","OBHB","401","0.170","0.175","0.170","+0.005","0.175","0.165","0.275","0.135","1295","1.37%","84","489095","67%","0.001","1.40","15.00","Active","Real Time"
="0328","3REN","405","0.415","0.405","0.415","-0.010","0.415","0.400","0.490","0.200","60660","1.23%","45","7530925","70%","0.025","1.54","29.58","Active","Real Time"
="0329","METRO","462","0.225","0.235","0.230","+0.005","0.235","0.220","0.275","0.170","8999","3.06%","96","431255","71%","0.004","0.67","50.49","Active","Real Time"
="0330","SUPREME","401","0.215","0.215","0.220","-0.005","0.215","0.210","0.415","0.180","406","13.58%","25","70555","45%","-0.004","2.78","9.23","Active","Real Time"
="0331","CRPMATE","402","0.175","0.175","0.180","-0.005","0.175","0.175","0.245","0.155","3939","2.86%","93","554390","33%","-0.001","1.61","10.88","Active","Real Time"
="0332","TOPVISN","462","0.210","0.210","0.210","-","0.210","0.205","0.400","0.200","2010","4.76%","59","2091830","43%","-0.002","0.28","63.17","Active","Real Time"
="0333","VANZO","401","0.155","0.155","0.155","-","0.155","0.155","0.225","0.135","524","","-","1202490","29%","","1.06","14.69","Active","Real Time"
="0335","CARLORINO","401","0.120","0.120","0.120","-","0.125","0.120","0.250","0.115","15911","8.33%","19","1243820","14%","-0.005","1.75","7.49","Active","Real Time"
="0336","WINSTAR","402","0.525","0.510","0.525","-0.015","0.525","0.505","0.745","0.350","4794","","41","993075","38%","-0.015","2.55","19.97","Active","Real Time"
="0337","SET","402","0.240","0.250","0.245","+0.005","0.250","0.240","0.430","0.175","12315","","34","4961655","38%","-0.010","2.25","14.69","Active","Real Time"
="0338","KOPI","401","1.200","1.260","1.190","+0.070","1.270","1.190","1.210","0.625","106458","","67","8971305","68%","0.064","","","Active","Real Time"
="0339","CBHB","402","0.365","0.360","0.365","-0.005","0.365","0.355","0.380","0.200","40814","","48","7435810","67%","0.014","2.64","16.22","Active","Real Time"
="0340","NORTHERN","461","0.730","0.720","0.730","-0.010","0.730","0.720","0.955","0.460","2594","","34","1168405","50%","0.001","2.88","24.97","Active","Real Time"
="0341","COLFORM","402","0.325","0.325","0.325","-","0.325","0.315","0.410","0.270","450","","82","81570","42%","","3.64","10.33","Active","Real Time"
="0342","RTECH","401","0.180","0.180","0.180","-","0.180","0.175","0.765","0.150","4294","","17","1354715","50%","-0.003","4.04","6.10","Active","Real Time"
="0343","TECHSTORE","405","0.290","0.320","0.290","+0.030","0.320","0.290","0.295","0.160","118511","","67","4384565","75%","0.015","1.70","25.25","Active","Real Time"
="0345","SUNLOGY","403","0.370","0.350","0.360","-0.010","0.375","0.350","0.465","0.195","33808","","43","5128515","46%","-0.010","","","Active","Real Time"
="0346","SALIRAN","402","0.205","0.210","0.205","+0.005","0.210","0.195","0.275","0.175","3436","","4","422840","42%","-0.001","4.38","6.07","Active","Real Time"
="0347","DENGKIL","403","0.240","0.240","0.240","-","0.240","0.235","0.270","0.200","14147","","22","3993415","45%","-0.001","1.95","12.33","Active","Real Time"
="0348","CLITE","402","0.270","0.260","0.270","-0.010","0.275","0.260","0.275","0.135","57100","","42","3497715","76%","0.010","","","Active","Real Time"
="0349","SUMI","402","0.130","0.130","0.130","-","0.130","0.125","0.205","0.120","5027","","17","6876435","17%","-0.013","313.00","10.95","Active","Real Time"
="0350","MSB","402","0.155","0.155","0.155","-","0.155","0.155","0.180","0.130","58892","","100","6050540","50%","0.001","1.91","10.35","Active","Real Time"
="0351","LSH","403","1.500","1.490","1.510","-0.020","1.520","1.490","1.550","0.730","10748","","20","2810755","79%","0.129","","","Active","Real Time"
="0352","WTEC","402","0.175","0.175","0.175","-","0.175","0.175","0.265","0.160","1651","","-","143415","33%","-0.002","","","Active","Real Time"
="0353","WESTRVR","402","0.260","0.260","0.260","-","0.270","0.255","0.405","0.200","12775","","68","2644820","45%","-0.001","4.01","8.11","Active","Real Time"
="0355","FIBRO","402","0.695","0.675","0.695","-0.020","0.695","0.670","0.775","0.410","4456","","4","649900","30%","0.006","","","Active","Real Time"
="0356","PEOPLE","401","0.220","0.225","0.225","-","0.225","0.220","0.280","0.215","1060","","44","92640","30%","-0.006","","","Active","Real Time"
="0357","OHM","401","0.320","0.320","0.315","+0.005","0.320","0.310","0.330","0.240","7735","326.56%","34","1956270","67%","0.005","1.56","20.52","Active","Real Time"
="0358","ICTZONE","405","0.185","0.200","0.180","+0.020","0.205","0.185","0.210","0.165","210855","","72","2783100","55%","","","","Active","Real Time"
="0359","HKB","403","0.150","0.150","0.150","-","0.150","0.145","0.165","0.140","822","","99","638670","100%","","","","Active","Real Time"
="0360","SAG","403","0.840","0.830","0.835","-0.005","0.840","0.825","0.925","0.670","5129","","35","775845","42%","","","","Active","Real Time"
="0361","PMIBHD","402","0.205","0.205","0.205","-","0.205","0.205","0.255","0.185","189","","38","77340","42%","-0.003","","","Active","Real Time"
="0362","ASM","402","0.175","0.175","0.175","-","0.175","0.170","0.205","0.155","2601","","35","3865820","46%","","1.30","17.75","Active","Real Time"
="0363","PMCK","462","0.190","0.185","0.185","-","0.190","0.180","0.240","0.175","14079","","26","2019495","33%","-0.006","1.39","18.03","Active","Real Time"
="0365","A1AKK","401","0.215","0.215","0.220","-0.005","0.220","0.215","0.255","0.210","4943","","37","590795","50%","-0.002","0.82","30.02","Active","Real Time"
="0366","ICENTS","402","0.465","0.455","0.460","-0.005","0.465","0.445","0.490","0.275","34354","","39","7109805","53%","0.017","1.57","28.97","Active","Real Time"
="0367","ENPRO","461","0.245","0.245","0.245","-","0.245","0.240","0.305","0.230","14777","","97","3135170","33%","","","","Active","Real Time"
="0368","OXB","402","0.380","0.360","0.380","-0.020","0.385","0.350","0.500","0.335","74110","","31","8919035","31%","-0.003","","","Active","Real Time"
="0400GB","DIN045801028","560","","","103.200","","-","-","103.900","101.300","0","","-","153","51%","-0.025","","","Active","Real Time"
="0505CS","HKEX-CS","358","","","0.515","","-","-","0.515","0.295","0","","-","22930","74%","","","","Active","Real Time"
