"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Listed on"
="9792","SEG","101","0.615","0.620","0.615","","0.620","0.615","","","10770","","-","-","","","0.43","","Active","-"
="5250","SEM","101","1.970","2.000","2.000","","2.000","1.960","","","383","","-","-","","","3.75","","Active","-"
="5205","SENDAI","103","0.410","0.425","0.410","","0.425","0.410","","","14312","","-","-","","","1.81","","Active","-"
="5205WA","SENDAI-WA","103","0.005","0.005","0.005","","0.005","0.005","","","59","","-","-","","","","","Active","-"
="5308","SENFONG","102","0.755","0.770","0.785","","0.780","0.755","","","311","","-","-","","","4.87","","Active","-"
="5308CE","SENFONG-CE","302","0.000","","0.045","","-","-","","","0","","-","-","","","","","Active","-"
="5305","SENHENG","101","0.160","0.165","0.160","","0.165","0.160","","","1050","","-","-","","","0.80","","Active","-"
="5123","SENTRAL","150","0.785","0.785","0.785","","0.785","0.780","","","1929","","-","-","","","6.68","","Active","-"
="7180","SERNKOU","101","0.000","","0.795","","-","-","","","0","","-","-","","","-0.55","","Active","-"
="0055","SERSOL","402","0.020","0.020","0.020","","0.020","0.020","","","989","","-","-","","","-0.46","","Active","-"
="0055WB","SERSOL-WB","402","0.015","0.015","0.015","","0.015","0.015","","","10928","","-","-","","","","","Active","-"
="0337","SET","402","0.250","0.250","0.250","","0.255","0.245","","","22194","","-","-","","","2.25","","Active","-"
="0251","SFPTECH","405","0.160","0.175","0.160","+0.015","0.180","0.155","0.765","0.120","461937","1.14%","75","9372985","64%","-0.001","0.40","43.40","Active","400"
="5157","SG","101","0.015","0.015","0.015","-","0.015","0.015","0.025","0.005","5111","","100","716805","56%","","-0.38","","Active","100"
="03033","SGBHD","702","","","0.300","","-","-","0.600","0.150","0","","-","54295","53%","-0.007","","","Active","700"
="5517","SHANG","101","1.630","1.630","1.630","-","1.630","1.620","2.120","1.440","389","4.91%","89","100525","63%","-0.001","6.65","20.21","Active","100"
="4316","SHCHAN","125","0.235","0.235","0.230","+0.005","0.235","0.235","0.340","0.200","130","","100","140455","46%","-0.002","2.95","8.18","Active","100"
="7412","SHH","101","1.270","1.310","1.200","+0.110","1.310","1.230","1.550","1.080","123","","99","30550","47%","-0.008","-1.15","","Active","100"
="6017","SHL","120","2.390","2.360","2.370","-0.010","2.390","2.360","2.930","2.150","41","","11","6345","56%","0.022","16.83","13.91","Active","100"
="7246","SIGN","101","1.360","1.360","1.360","-","1.370","1.360","1.680","1.170","766","8.09%","2","295765","50%","","13.10","7.25","Active","100"
="4197","SIME","101","2.100","2.200","2.100","+0.100","2.200","2.100","2.530","1.560","200531","6.36%","66","48934700","63%","0.109","30.20","6.26","Active","100"
="41971A","SIME-C1A","301","","","0.130","","-","-","0.130","0.070","0","","-","-","0%","","","","Active","300"
="41971B","SIME-C1B","301","0.130","0.140","0.125","+0.015","0.140","0.130","0.130","0.060","52564","","100","-","0%","","","","Active","300"
="41971C","SIME-C1C","301","","","0.075","","-","-","0.075","0.065","0","","-","-","0%","","","","Active","300"
="41971D","SIME-C1D","301","0.120","0.120","0.115","+0.005","0.120","0.120","0.115","0.115","9","","100","-","0%","","","","Active","300"
="419791","SIME-C91","301","0.025","0.030","0.025","+0.005","0.030","0.025","0.085","0.005","18341","","75","3307300","62%","0.002","","","Active","300"
="419792","SIME-C92","301","0.010","0.010","0.010","-","0.010","0.010","0.040","0.005","500","","100","-","0%","","","","Active","300"
="419793","SIME-C93","301","0.055","0.070","0.050","+0.020","0.070","0.055","0.105","0.005","1543","","97","1545360","62%","0.007","","","Active","300"
="419794","SIME-C94","301","","","0.040","","-","-","0.045","0.005","0","","-","384125","78%","0.002","","","Active","300"
="419795","SIME-C95","301","0.110","0.115","0.100","+0.015","0.115","0.110","0.115","0.030","2800","","82","648530","71%","0.015","","","Active","300"
="419796","SIME-C96","301","0.210","0.215","0.200","+0.015","0.215","0.210","0.200","0.025","300","","100","1357240","79%","0.035","","","Active","300"
="419797","SIME-C97","301","0.180","0.195","0.175","+0.020","0.195","0.180","0.195","0.055","3620","","71","1045740","63%","0.028","","","Active","300"
="419798","SIME-C98","301","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="419799","SIME-C99","301","","","0.230","","-","-","0.240","0.105","0","","-","-","0%","","","","Active","300"
="5288","SIMEPROP","120","1.450","1.490","1.450","+0.040","1.500","1.450","1.810","1.070","39896","2.01%","69","9708640","48%","-0.015","7.38","19.58","Active","100"
="528845","SIMEPROP-C45","320","","","0.005","","-","-","0.060","0.010","0","","-","178750","37%","-0.003","","","Active","300"
="528846","SIMEPROP-C46","320","0.240","0.240","0.230","","0.240","0.240","0.320","0.230","200","","-","-","0%","","","","Active","300"
="528847","SIMEPROP-C47","320","0.000","","0.145","","-","-","","","0","","-","-","","","","","Active","-"
="528848","SIMEPROP-C48","320","0.040","0.040","0.040","","0.040","0.040","","","200","","-","-","","","","","Active","-"
="528849","SIMEPROP-C49","320","0.115","0.125","0.110","","0.125","0.115","","","13072","","-","-","","","","","Active","-"
="528850","SIMEPROP-C50","320","0.045","0.045","0.040","","0.045","0.045","","","51005","","-","-","","","","","Active","-"
="528851","SIMEPROP-C51","320","0.000","","0.070","","-","-","","","0","","-","-","","","","","Active","-"
="528852","SIMEPROP-C52","320","0.000","","0.050","","-","-","","","0","","-","-","","","","","Active","-"
="5172","SINARAN","101","0.025","0.025","0.020","","0.030","0.020","","","236629","","-","-","","","-2.21","","Active","-"
="5172WB","SINARAN-WB","101","0.010","0.015","0.010","","0.015","0.010","","","4359","","-","-","","","","","Active","-"
="0305","SINKUNG","464","0.000","","0.115","","-","-","","","0","","-","-","","","-0.06","","Active","-"
="9431","SJC","163","0.420","0.425","0.420","","0.445","0.420","","","24052","","-","-","","","5.36","","Active","-"
="9431WA","SJC-WA","163","0.120","0.130","0.125","","0.130","0.120","","","50153","","-","-","","","","","Active","-"
="7115","SKBSHUT","102","0.910","0.920","0.910","","0.920","0.905","","","9456","","-","-","","","16.06","","Active","-"
="7155","SKPRES","102","0.920","0.940","0.915","","0.940","0.920","","","10824","","-","-","","","7.59","","Active","-"
="715528","SKPRES-C28","302","0.035","0.035","0.035","","0.035","0.035","","","1000","","-","-","","","","","Active","-"
="7155WB","SKPRES-WB","102","0.005","0.005","0.005","","0.005","0.005","","","200","","-","-","","","","","Active","-"
="7249","SKYGATE","120","0.765","0.765","0.765","","0.770","0.765","","","2106","","-","-","","","1.84","","Active","-"
="5315","SKYWLD","120","0.540","0.540","0.540","","0.540","0.530","","","3271","","-","-","","","5.42","","Active","-"
="03008","SLIC","705","0.000","","0.600","","-","-","","","0","","-","-","","","","","Active","-"
="7248","SLP","102","0.810","0.840","0.810","","0.840","0.810","","","40","","-","-","","","4.43","","Active","-"
="0215","SLVEST","161","2.800","2.730","2.720","","2.800","2.640","","","148353","","-","-","","","7.35","","Active","-"
="0215CM","SLVEST-CM","361","0.000","","0.330","","-","-","","","0","","-","-","","","","","Active","-"
="0215CN","SLVEST-CN","361","0.310","0.305","0.295","","0.310","0.290","","","1828","","-","-","","","","","Active","-"
="0215CO","SLVEST-CO","361","0.000","","0.345","","-","-","","","0","","-","-","","","","","Active","-"
="0215CP","SLVEST-CP","361","0.305","0.295","0.300","","0.305","0.285","","","865","","-","-","","","","","Active","-"
="0215CQ","SLVEST-CQ","361","0.315","0.315","0.310","","0.315","0.310","","","1700","","-","-","","","","","Active","-"
="0215CR","SLVEST-CR","361","0.150","0.155","0.150","+0.005","0.155","0.150","0.150","0.090","50001","","58","1110385","67%","0.006","","","Active","300"
="0215CS","SLVEST-CS","361","0.130","0.135","0.120","+0.015","0.135","0.130","0.120","0.115","2030","","-","-","0%","","","","Active","300"
="0215CT","SLVEST-CT","361","0.215","0.210","0.215","-0.005","0.215","0.205","0.215","0.110","11324","","51","-","70%","","","","Active","300"
="0215CU","SLVEST-CU","361","0.110","0.105","0.100","+0.005","0.110","0.090","0.100","0.040","69959","","63","-","79%","","","","Active","300"
="0215CV","SLVEST-CV","361","0.250","0.265","0.150","+0.115","0.265","0.250","","","4841","","30","-","0%","","","","Active","300"
="0215WA","SLVEST-WA","161","1.770","1.690","1.650","+0.040","1.770","1.660","1.690","0.530","10745","","51","311815","72%","0.077","","","Active","100"
="0306","SMART","402","0.190","0.190","0.180","+0.010","0.190","0.190","0.325","0.170","1","","-","209890","42%","-0.006","2.02","10.68","Active","400"
="9776","SMCAP","101","0.070","0.090","0.065","+0.025","0.100","0.070","0.085","0.035","50625","","79","305980","70%","0.003","-3.11","","Active","100"
="0203","SMETRIC","405","0.110","0.115","0.110","+0.005","0.120","0.110","0.200","0.100","14722","","58","1655000","100%","-0.009","0.88","12.98","Active","400"
="4375","SMI","120","","","0.295","","-","-","0.495","0.230","0","","-","10105","49%","-0.007","1.98","","Active","100"
="03023","SMILE","762","","","0.125","","-","-","0.160","0.100","0","","-","136055","36%","-0.006","","","Active","700"
="03023W","SMILE-WA","762","","","0.005","","-","-","0.005","0.005","0","","-","209555","37%","-0.002","","","Active","700"
="7132","SMISCOR","102","","","0.675","","-","-","0.840","0.595","0","","-","8970","53%","0.002","7.38","4.97","Active","100"
="0117","SMRT","405","0.805","0.790","0.795","-0.005","0.810","0.790","1.340","0.690","7269","","30","1846565","33%","-0.029","6.23","12.72","Active","400"
="0169","SMTRACK","405","0.010","0.015","0.010","+0.005","0.015","0.010","0.025","0.005","1103","","29","370280","100%","","-1.33","","Active","400"
="03054","SNOWFIT","701","","","0.120","","-","-","0.120","0.120","0","","-","-","0%","","","","Active","700"
="0259","SNS","105","0.660","0.645","0.660","-0.015","0.660","0.640","0.715","0.340","137764","1.35%","38","10776485","79%","0.026","1.87","35.67","Active","100"
="0259CE","SNS-CE","305","0.055","0.055","0.055","-","0.055","0.055","0.065","0.025","9863","","100","990800","50%","0.001","","","Active","300"
="0259CF","SNS-CF","305","","","0.060","","-","-","0.060","0.020","0","","-","522935","57%","","","","Suspended, Forbid","300"
="0259CG","SNS-CG","305","","","0.050","","-","-","0.085","0.050","0","","-","-","0%","","","","Active","300"
="0259CH","SNS-CH","305","0.080","0.080","0.085","-0.005","0.080","0.080","0.085","0.040","2100","","38","369460","69%","0.004","","","Active","300"
="0259CI","SNS-CI","305","","","0.075","","-","-","0.075","0.045","0","","-","-","0%","","","","Active","300"
="0259CJ","SNS-CJ","305","0.065","0.065","0.070","-0.005","0.065","0.065","0.075","0.030","1000","","-","-","0%","","","","Active","300"
="0259CK","SNS-CK","305","","","0.080","","-","-","0.080","0.055","0","","-","-","0%","","","","Active","300"
="0259CL","SNS-CL","305","","","0.125","","-","-","0.125","0.105","0","","-","-","0%","","","","Active","300"
="5213","SNTORIA","120","","","0.005","","-","-","0.045","0.005","0","","-","142595","100%","","-14.52","","Active, Alert","100"
="5242","SOLID","101","","","0.145","","-","-","0.215","0.135","0","","-","203280","63%","","1.29","11.28","Active","100"
="0093","SOLUTN","405","0.085","0.085","0.085","-","0.085","0.085","0.190","0.070","36","","100","138825","63%","-0.001","-1.48","","Active","400"
="5126","SOP","125","3.320","3.300","3.320","-0.020","3.330","3.290","3.670","2.750","4311","3.33%","60","294210","30%","-0.024","50.11","6.34","Active","100"
="5126CU","SOP-CU","325","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="0326","SORENTO","401","0.385","0.385","0.385","-","0.385","0.385","0.485","0.360","20","2.60%","-","275995","44%","-0.003","3.67","12.62","Active","400"
="065652","SP500-C52","358","","","-","","-","-","1.450","0.475","0","","-","12410","70%","0.122","","","Suspended, Forbid","300"
="065654","SP500-C54","358","","","-","","-","-","","","0","","-","-","","","","","Suspended, Forbid","300"
="065656","SP500-C56","358","0.300","0.300","0.275","","0.300","0.300","","","2","","-","-","","","","","Active","-"
="065655","SP500-H55","358","0.000","","-","","-","-","","","0","","-","-","","","","","Suspended, Forbid","-"
="065657","SP500-H57","358","0.110","0.110","0.120","","0.110","0.105","","","1337","","-","-","","","","","Active","-"
="0216","SPRING","401","0.150","0.155","0.155","","0.155","0.150","","","700","","-","-","","","2.22","","Active","-"
="7103","SPRITZER","101","1.930","1.980","1.920","","1.990","1.930","","","17689","","-","-","","","22.31","","Active","-"
="7103CA","SPRITZER-CA","301","0.140","0.140","0.100","","0.140","0.140","","","1785","","-","-","","","","","Active","-"
="8664","SPSETIA","120","1.040","1.080","1.030","","1.100","1.040","","","199120","","-","-","","","10.16","","Active","-"
="86641A","SPSETIA-C1A","320","0.045","0.050","0.035","","0.050","0.045","","","1050","","-","-","","","","","Active","-"
="866493","SPSETIA-C93","320","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active","-"
="866494","SPSETIA-C94","320","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="866495","SPSETIA-C95","320","0.000","","0.020","","-","-","","","0","","-","-","","","","","Active","-"
="866496","SPSETIA-C96","320","0.000","","0.020","","-","-","","","0","","-","-","","","","","Active","-"
="866497","SPSETIA-C97","320","0.045","0.055","0.040","","0.060","0.045","","","44398","","-","-","","","","","Active","-"
="866498","SPSETIA-C98","320","0.050","0.050","0.040","","0.050","0.050","","","4000","","-","-","","","","","Active","-"
="866499","SPSETIA-C99","320","0.025","0.025","0.025","","0.025","0.025","","","8000","","-","-","","","","","Active","-"
="8664HE","SPSETIA-HE","320","0.050","0.045","0.055","","0.050","0.045","","","400","","-","-","","","","","Active","-"
="8664PA","SPSETIA-PA","120","0.000","","0.950","","-","-","","","0","","-","-","","","","","Active","-"
="8664PC","SPSETIA-PC","120","0.495","0.495","0.490","+0.005","0.495","0.495","0.705","0.490","268","","-","8270","21%","-0.014","","","Active","100"
="1562","SPTOTO","101","1.390","1.410","1.380","+0.030","1.410","1.380","1.620","1.280","5794","5.67%","74","918230","25%","","17.66","8.02","Active","100"
="0129","SRIDGE","463","0.230","0.230","0.230","-","0.230","0.225","0.650","0.165","22336","","83","4089900","89%","0.009","1.12","35.77","Active","400"
="0045","SSB8","403","0.545","0.540","0.545","-0.005","0.550","0.535","0.670","0.375","7761","1.85%","24","1574580","43%","-0.004","1.77","28.08","Active","400"
="0287","SSF","401","0.385","0.385","0.385","-","0.390","0.385","0.420","0.315","1501","1.30%","14","454335","53%","0.003","0.74","52.19","Active","400"
="5665","SSTEEL","102","","","0.395","","-","-","0.595","0.290","0","","-","108940","46%","0.003","-9.37","","Active","100"
="6084","STAR","163","0.385","0.385","0.385","-","0.385","0.385","0.465","0.375","1421","","-","236515","40%","","9.22","4.26","Active","100"
="0080","STRAITS","464","0.075","0.080","0.080","-","0.080","0.075","0.110","0.065","101","","1","366635","60%","","0.84","11.71","Active","400"
="6904","SUBUR","102","","","0.630","","-","-","0.840","0.510","0","","-","19390","60%","0.001","1.70","48.32","Active","100"
="7207","SUCCESS","102","0.615","0.630","0.625","+0.005","0.630","0.615","0.815","0.565","1966","4.92%","52","97810","43%","-0.004","4.50","16.12","Active","100"
="0349","SUMI","402","0.125","0.135","0.130","+0.005","0.135","0.125","0.205","0.120","20955","","85","6437980","17%","-0.012","313.00","11.37","Active","400"
="5263","SUNCON","103","6.220","6.270","6.220","+0.050","6.270","6.190","6.580","3.260","9394","1.36%","49","5688610","46%","0.151","14.50","41.98","Active","100"
="526329","SUNCON-C29","303","","","0.145","","-","-","0.205","0.025","0","","-","714085","43%","0.014","","","Active","300"
="526332","SUNCON-C32","303","0.345","0.345","0.330","+0.015","0.345","0.345","0.415","0.050","300","","-","832450","49%","0.030","","","Active","300"
="526333","SUNCON-C33","303","","","0.245","","-","-","0.255","0.100","0","","-","-","68%","","","","Active","300"
="526334","SUNCON-C34","303","","","0.300","","-","-","0.350","0.165","0","","-","758590","52%","0.019","","","Active","300"
="526335","SUNCON-C35","303","","","0.410","","-","-","0.430","0.160","0","","-","437905","78%","0.034","","","Active","300"
="526336","SUNCON-C36","303","0.255","0.255","0.255","-","0.255","0.255","0.310","0.120","300","","-","72665","53%","0.015","","","Active","300"
="526337","SUNCON-C37","303","0.340","0.340","0.350","-0.010","0.340","0.340","0.395","0.170","150","","-","125150","75%","0.025","","","Active","300"
="526338","SUNCON-C38","303","","","0.185","","-","-","0.220","0.120","0","","-","-","63%","","","","Active","300"
="526339","SUNCON-C39","303","0.270","0.270","0.270","-","0.270","0.265","0.335","0.125","4100","","21","648330","47%","0.015","","","Active","300"
="526340","SUNCON-C40","303","","","0.275","","-","-","0.275","0.155","0","","-","-","0%","","","","Active","300"
="526341","SUNCON-C41","303","0.070","0.065","0.075","-0.010","0.070","0.065","0.090","0.040","200","","50","416085","64%","0.006","","","Active","300"
="526342","SUNCON-C42","303","","","0.165","","-","-","0.165","0.085","0","","-","-","51%","","","","Active","300"
="526343","SUNCON-C43","303","","","0.105","","-","-","0.135","0.060","0","","-","115785","47%","0.007","","","Active","300"
="526344","SUNCON-C44","303","0.090","0.085","0.095","-0.010","0.090","0.085","0.125","0.035","4600","","56","1171505","47%","0.006","","","Active","300"
="526345","SUNCON-C45","303","0.135","0.135","0.135","-","0.135","0.135","0.185","0.065","2150","","-","711615","41%","0.008","","","Active","300"
="526346","SUNCON-C46","303","","","0.160","","-","-","0.180","0.100","0","","-","-","0%","","","","Active","300"
="526347","SUNCON-C47","303","","","0.175","","-","-","0.200","0.135","0","","-","-","59%","","","","Active","300"
="526348","SUNCON-C48","303","","","0.220","","-","-","0.255","0.160","0","","-","-","57%","","","","Active","300"
="526349","SUNCON-C49","303","0.145","0.145","0.145","-","0.145","0.145","0.180","0.110","28","","-","-","63%","","","","Active","300"
="526350","SUNCON-C50","303","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="0345","SUNLOGY","403","0.350","0.355","0.350","","0.355","0.340","","","17534","","-","-","","","","","Active","-"
="03050","SUNMOW","703","0.000","","1.100","","-","-","","","0","","-","-","","","","","Active","-"
="030501","SUNMOW-PA","703","0.000","","0.425","","-","-","","","0","","-","-","","","","","Active","-"
="030502","SUNMOW-WA","703","0.000","","0.765","","-","-","","","0","","-","-","","","","","Active","-"
="5176","SUNREIT","150","2.100","2.110","2.100","","2.120","2.100","","","36397","","-","-","","","15.02","","Active","-"
="3743","SUNSURIA","120","0.380","0.375","0.380","","0.380","0.375","","","778","","-","-","","","2.78","","Active","-"
="0262","SUNVIEW","461","0.375","0.380","0.380","","0.380","0.375","","","10119","","-","-","","","1.17","","Active","-"
="5211","SUNWAY","102","5.490","5.500","5.480","","5.500","5.470","","","115411","","-","-","","","16.74","","Active","-"
="521140","SUNWAY-C40","302","0.190","0.190","0.190","","0.190","0.190","","","1100","","-","-","","","","","Active","-"
="521141","SUNWAY-C41","302","0.120","0.120","0.120","","0.120","0.120","","","100","","-","-","","","","","Active","-"
="521142","SUNWAY-C42","302","0.000","","0.230","","-","-","","","0","","-","-","","","","","Active","-"
="521143","SUNWAY-C43","302","0.180","0.180","0.180","","0.180","0.180","","","128","","-","-","","","","","Active","-"
="521144","SUNWAY-C44","302","0.125","0.125","0.125","","0.125","0.125","","","400","","-","-","","","","","Active","-"
="521145","SUNWAY-C45","302","0.285","0.290","0.280","","0.290","0.285","","","2472","","-","-","","","","","Active","-"
="521146","SUNWAY-C46","302","0.000","","0.165","","-","-","","","0","","-","-","","","","","Active","-"
="521147","SUNWAY-C47","302","0.185","0.185","0.175","","0.185","0.185","","","25","","-","-","","","","","Active","-"
="521148","SUNWAY-C48","302","0.115","0.115","0.120","","0.115","0.115","","","4762","","-","-","","","","","Active","-"
="5211PA","SUNWAY-PA","102","5.390","5.410","5.400","","5.410","5.390","","","620","","-","-","","","","","Active","-"
="0148","SUNZEN","401","0.270","0.270","0.270","-","0.270","0.270","0.350","0.260","636","","-","390145","60%","","0.37","77.74","Active","400"
="0148WC","SUNZEN-WC","401","0.060","0.065","0.060","+0.005","0.065","0.060","0.135","0.060","1302","","-","145490","43%","-0.001","","","Active","400"
="7235","SUPERLN","102","0.730","0.750","0.725","+0.025","0.750","0.730","1.100","0.665","854","3.67%","79","26680","29%","-0.008","7.81","9.69","Active","100"
="7106","SUPERMX","162","0.460","0.480","0.460","+0.020","0.490","0.455","1.350","0.455","61205","","76","4364880","31%","-0.018","-5.20","","Active","100"
="71064O","SUPERMX-C4O","362","","","0.005","","-","-","0.110","0.005","0","","-","2310895","33%","-0.007","","","Active","300"
="71064R","SUPERMX-C4R","362","","","0.005","","-","-","0.050","0.005","0","","-","252490","17%","-0.004","","","Active","300"
="71064S","SUPERMX-C4S","362","","","0.005","","-","-","0.135","0.005","0","","-","332195","30%","-0.011","","","Active","300"
="71064T","SUPERMX-C4T","362","","","0.020","","-","-","0.060","0.020","0","","-","-","17%","","","","Active","300"
="71064U","SUPERMX-C4U","362","","","0.005","","-","-","0.080","0.005","0","","-","227025","30%","-0.014","","","Active","300"
="71064V","SUPERMX-C4V","362","","","0.005","","-","-","0.065","0.005","0","","-","116070","25%","","","","Active","300"
="71064W","SUPERMX-C4W","362","","","0.015","","-","-","0.065","0.015","0","","-","2462960","31%","","","","Active","300"
="71064X","SUPERMX-C4X","362","","","0.005","","-","-","0.050","0.005","0","","-","-","0%","","","","Active","300"
="71064Y","SUPERMX-C4Y","362","","","0.010","","-","-","0.050","0.010","0","","-","-","0%","","","","Active","300"
="71064Z","SUPERMX-C4Z","362","","","0.005","","-","-","0.085","0.005","0","","-","882865","22%","-0.009","","","Active","300"
="71065A","SUPERMX-C5A","362","","","0.055","","-","-","0.080","0.055","0","","-","-","0%","","","","Active","300"
="71065B","SUPERMX-C5B","362","0.010","0.010","0.010","-","0.010","0.010","0.040","0.010","6136","","100","-","25%","","","","Active","300"
="71065C","SUPERMX-C5C","362","","","0.045","","-","-","0.095","0.045","0","","-","-","0%","","","","Active","300"
="71065D","SUPERMX-C5D","362","","","0.025","","-","-","0.050","0.025","0","","-","-","31%","","","","Active","300"
="71065E","SUPERMX-C5E","362","","","0.035","","-","-","0.035","0.030","0","","-","-","0%","","","","Active","300"
="71065F","SUPERMX-C5F","362","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="71065G","SUPERMX-C5G","362","0.045","0.050","0.045","+0.005","0.050","0.045","0.060","0.045","200","","100","-","0%","","","","Active","300"
="7106WA","SUPERMX-WA","162","0.140","0.150","0.145","+0.005","0.155","0.140","0.275","0.140","1003","","90","126015","17%","-0.008","","","Active","100"
="0330","SUPREME","401","0.215","0.220","0.215","+0.005","0.220","0.210","0.415","0.180","3490","13.27%","23","55540","45%","-0.004","2.78","9.45","Active","400"
="6521","SURIA","164","1.510","1.550","1.550","-","1.550","1.510","2.050","1.380","58","1.94%","3","14195","22%","-0.018","9.68","16.01","Active","100"
="5303","SWIFT","164","0.395","0.400","0.395","+0.005","0.400","0.390","0.490","0.345","1483","4.00%","17","180325","33%","-0.004","4.57","8.45","Active","100"
="5135","SWKPLNT","125","2.730","2.700","2.730","-0.030","2.740","2.700","2.750","2.160","684","7.41%","19","35830","60%","0.037","32.98","8.14","Active","100"
="7186","SWSCAP","101","0.155","0.155","0.155","","0.155","0.150","","","453","","-","-","","","-1.17","","Active","100"
="9717","SYCAL","103","0.000","","0.170","","-","-","","","0","","-","-","","","0.05","","Active","-"
="5173","SYGROUP","164","0.770","0.780","0.770","","0.780","0.770","","","676","","-","-","","","14.59","","Active","-"
="5173CG","SYGROUP-CG","364","0.000","","0.150","","-","-","","","0","","-","-","","","","","Active","-"
="1538","SYMLIFE","120","0.165","0.175","0.170","","0.175","0.165","","","1305","","-","-","","","-1.22","","Active","-"
="1538WC","SYMLIFE-WC","120","0.050","0.050","0.050","","0.050","0.050","","","2800","","-","-","","","","","Active","-"
="0279","SYNERGY","401","0.370","0.365","0.375","","0.375","0.365","","","9038","","-","-","","","5.57","","Active","-"
="0050","SYSTECH","405","0.170","0.165","0.170","","0.170","0.165","","","2679","","-","-","","","-1.17","","Active","-"
="0050WA","SYSTECH-WA","405","0.040","0.040","0.040","","0.040","0.035","","","9394","","-","-","","","","","Active","-"
="7228","T7GLOBAL","161","0.240","0.240","0.240","","0.240","0.235","","","1552","","-","-","","","5.73","","Active","-"
="7228WC","T7GLOBAL-WC","161","0.040","0.040","0.040","","0.040","0.040","","","20","","-","-","","","","","Active","-"
="7228WD","T7GLOBAL-WD","161","0.030","0.030","0.035","","0.030","0.030","","","139","","-","-","","","","","Active","-"
="5012","TAANN","125","4.150","4.140","4.140","","4.160","4.130","","","10297","","-","-","","","41.69","","Active","-"
="5012C1","TAANN-C1","325","0.000","","0.075","","-","-","","","0","","-","-","","","","","Active","-"
="7211","TAFI","101","0.530","0.530","0.515","","0.530","0.530","","","50","","-","-","","","4.39","","Active","-"
="7211WA","TAFI-WA","101","0.000","","0.040","","-","-","","","0","","-","-","","","","","Active","-"
="0241","TAGHILL","403","0.060","0.060","0.060","","0.060","0.055","","","1608","","-","-","","","-4.40","","Active","-"
="0241WA","TAGHILL-WA","403","0.000","","0.015","","-","-","","","0","","-","-","","","","","Active","-"
="6139","TAKAFUL","110","3.070","3.060","3.070","","3.080","3.060","","","11235","","-","-","","","45.16","","Active","-"
="6139C1","TAKAFUL-C1","310","0.000","","0.080","","-","-","","","0","","-","-","","","","","Active","-"
="6139C2","TAKAFUL-C2","310","0.000","","0.025","","-","-","","","0","","-","-","","","","","Active","-"
="2259","TALAMT","120","0.145","0.140","0.145","","0.145","0.135","","","73452","","-","-","","","-0.30","","Active","-"
="8524","TALIWRK","165","0.510","0.510","0.510","","0.520","0.500","","","14595","","-","-","","","3.63","","Active","-"
="5191","TAMBUN","120","0.815","0.815","0.815","","0.815","0.815","","","960","","-","-","","","11.27","","Active","-"
="2429","TANCO","120","0.860","0.860","0.860","-","0.865","0.855","2.170","0.690","370926","","57","56665770","79%","0.015","0.27","441.22","Active","100"
="5149","TAS","164","0.530","0.525","0.540","-0.015","0.540","0.525","0.745","0.495","266","3.81%","6","85185","48%","-0.007","9.83","5.37","Active","100"
="5140","TASCO","164","0.495","0.500","0.485","+0.015","0.500","0.490","0.810","0.455","258","2.50%","56","111020","58%","0.001","3.27","13.51","Active","100"
="0211","TASHIN","402","","","0.210","","-","-","0.330","0.195","0","","-","27610","50%","-0.001","-0.31","","Active","400"
="7097","TAWIN","102","0.015","0.015","0.010","+0.005","0.015","0.015","0.040","0.010","79649","","49","3429935","25%","-0.001","-2.58","","Active","100"
="4405","TCHONG","101","0.555","0.575","0.560","+0.015","0.585","0.555","0.970","0.280","29335","1.74%","60","4364780","47%","-0.026","-32.86","","Active","100"
="0221","TCS","403","0.120","0.120","0.120","-","0.120","0.120","0.170","0.100","3533","","-","123945","40%","-0.001","0.28","53.10","Active","400"
="0221WB","TCS-WB","403","0.020","0.025","0.030","-0.005","0.025","0.020","0.060","0.025","5213","","100","194645","50%","-0.001","","","Active","400"
="0132","TDEX","405","0.040","0.040","0.040","-","0.040","0.040","0.065","0.035","50","","100","116380","44%","","-0.40","","Active","400"
="2054","TDM","125","0.175","0.180","0.175","+0.005","0.180","0.175","0.260","0.160","449","1.39%","64","352675","25%","-0.001","0.65","89.35","Active","100"
="7439","TECGUAN","101","2.230","2.210","2.220","-0.010","2.230","2.210","2.220","1.500","192","","95","34995","88%","0.091","52.85","4.18","Active","100"
="8966","TECHBASE","101","0.110","0.105","0.110","-0.005","0.110","0.105","0.160","0.085","2920","","9","982000","50%","","-10.55","","Active","100"
="8966LA","TECHBASE-LA","501","","","0.030","","-","-","0.040","0.020","0","","-","755595","100%","","","","Active","500"
="8966WB","TECHBASE-WB","101","","","0.005","","-","-","0.030","0.005","0","","-","105760","50%","","","","Active","100"
="5289","TECHBND","102","0.290","0.295","0.290","+0.005","0.295","0.290","0.450","0.265","1686","3.39%","50","622560","37%","-0.005","2.29","14.10","Active","100"
